Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Hakim Warrick,35.1,8.0,16.0,0.5,0.0,0.0,,3.0,4.0,0.75,2.0,7.0,9.0,0.0,1.0,0.0,2.0,2.0,19.0,-4.0,Starter,0.535,0.5,0.0,0.25,6.5,22.8,14.7,0.0,1.4,0.0,10.1,23.5,102.0,122.0,-5.7,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Gay,33.35,5.0,10.0,0.5,2.0,3.0,0.667,3.0,4.0,0.75,2.0,5.0,7.0,4.0,2.0,1.0,5.0,6.0,15.0,-8.0,Starter,0.638,0.6,0.3,0.4,6.9,17.1,12.0,19.3,2.9,2.7,29.8,21.0,100.0,117.0,-0.2,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Harrington,16.4,2.0,2.0,1.0,0.0,0.0,,1.0,2.0,0.5,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,5.0,4.0,Starter,0.868,1.0,0.0,1.0,0.0,13.9,7.0,28.2,2.9,0.0,41.0,12.4,110.0,120.0,0.7,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Atkins,34.016666666666666,5.0,12.0,0.417,4.0,8.0,0.5,5.0,6.0,0.833,0.0,1.0,1.0,4.0,1.0,0.0,2.0,5.0,19.0,-9.0,Reserve,0.649,0.583,0.667,0.5,0.0,3.4,1.7,18.8,1.4,0.0,12.0,20.5,123.0,125.0,-1.2,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dahntay Jones,19.05,2.0,8.0,0.25,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,7.0,6.0,Reserve,0.376,0.25,0.125,0.375,0.0,12.0,6.0,7.9,5.0,0.0,17.7,24.8,71.0,115.0,-11.3,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stromile Swift,12.483333333333333,2.0,3.0,0.667,0.0,0.0,,4.0,4.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,Reserve,0.84,0.667,0.0,1.333,9.2,36.6,22.9,0.0,0.0,0.0,17.4,19.3,146.0,123.0,2.1,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Johnson,0.11666666666666667,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,130.0,-5.9,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monta Ellis,45.0,5.0,15.0,0.333,1.0,3.0,0.333,6.0,10.0,0.6,0.0,2.0,2.0,9.0,2.0,2.0,0.0,3.0,17.0,0.0,Starter,0.438,0.367,0.2,0.667,0.0,5.1,2.5,23.6,2.1,3.6,0.0,18.9,115.0,117.0,-4.5,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Richardson,40.11666666666667,9.0,18.0,0.5,2.0,9.0,0.222,6.0,6.0,1.0,0.0,6.0,6.0,8.0,2.0,2.0,1.0,5.0,26.0,14.0,Starter,0.63,0.556,0.5,0.333,0.0,17.1,8.5,27.2,2.4,4.0,4.6,23.7,135.0,113.0,3.9,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Jackson,38.88333333333333,8.0,14.0,0.571,4.0,8.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,9.0,0.0,2.0,3.0,2.0,21.0,12.0,Starter,0.727,0.714,0.571,0.071,0.0,2.9,1.5,30.8,0.0,4.1,17.2,19.7,128.0,121.0,1.4,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Harrington,28.95,7.0,13.0,0.538,3.0,5.0,0.6,0.0,2.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,1.0,3.0,17.0,-1.0,Starter,0.612,0.654,0.385,0.154,0.0,11.8,5.9,24.1,1.6,0.0,6.7,22.6,117.0,119.0,-0.2,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
