Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM
Sindarius Thornwell,3.3833333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903080LAC,2019-03-08 22:30:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,113.0,-20.9
De'Aaron Fox,37.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,11.0,17.0,0.647,2.0,4.0,0.5,6.0,8.0,0.75,0.0,5.0,5.0,8.0,1.0,0.0,3.0,3.0,30.0,19.0,0.731,0.706,0.235,0.471,0.0,11.7,5.8,46.9,1.3,0.0,12.8,27.0,136.0,98.0,12.2
Harrison Barnes,37.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,3.0,9.0,0.333,1.0,4.0,0.25,4.0,4.0,1.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,11.0,9.0,0.511,0.389,0.444,0.444,0.0,18.7,9.2,0.0,1.3,0.0,0.0,12.4,110.0,96.0,-1.2
Buddy Hield,36.11666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,7.0,22.0,0.318,4.0,13.0,0.308,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,19.0,11.0,0.423,0.409,0.591,0.045,2.4,7.2,4.8,10.0,0.0,2.3,4.3,27.9,89.0,102.0,-0.8
Bogdan Bogdanović,29.8,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,2.0,9.0,0.222,2.0,7.0,0.286,3.0,4.0,0.75,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,9.0,-3.0,0.418,0.333,0.778,0.444,2.9,8.8,5.8,14.7,0.0,0.0,8.5,17.0,95.0,103.0,-4.4
Willie Cauley-Stein,28.7,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,3.0,7.0,0.429,0.0,0.0,,1.0,2.0,0.5,3.0,9.0,12.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,0.444,0.429,0.0,0.286,9.0,27.4,18.1,5.4,0.0,0.0,0.0,11.8,112.0,95.0,-1.8
Nemanja Bjelica,28.783333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,5.0,13.0,0.385,2.0,5.0,0.4,1.0,1.0,1.0,2.0,8.0,10.0,2.0,2.0,2.0,0.0,1.0,13.0,10.0,0.484,0.462,0.385,0.077,6.0,24.3,15.0,12.1,3.4,5.7,0.0,20.1,111.0,85.0,9.6
Harry Giles,19.3,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,2.0,11.0,0.182,0.0,0.0,,2.0,2.0,1.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,6.0,4.0,0.253,0.182,0.0,0.182,17.8,4.5,11.2,0.0,2.6,0.0,7.8,28.7,69.0,98.0,-14.2
Corey Brewer,11.883333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.0,0.5,0.5,0.5,0.0,0.0,7.3,3.6,0.0,0.0,0.0,0.0,7.2,101.0,103.0,-8.4
Yogi Ferrell,10.583333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,2.0,5.0,0.4,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,-11.0,0.5,0.5,0.4,0.0,0.0,33.0,16.3,0.0,0.0,0.0,16.7,24.4,80.0,92.0,-6.1
Damyean Dotson,33.3,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,2.0,12.0,0.167,0.0,4.0,0.0,1.0,2.0,0.5,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,-12.0,0.194,0.167,0.333,0.167,0.0,15.4,7.8,13.5,0.0,0.0,0.0,16.5,56.0,108.0,-9.6
Dennis Smith,32.38333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,7.0,19.0,0.368,2.0,7.0,0.286,2.0,3.0,0.667,1.0,4.0,5.0,5.0,0.0,0.0,1.0,1.0,18.0,-4.0,0.443,0.421,0.368,0.158,2.7,10.6,6.7,30.1,0.0,0.0,4.7,28.2,100.0,110.0,0.9
DeAndre Jordan,26.05,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,6.0,9.0,0.667,0.0,0.0,,2.0,2.0,1.0,6.0,9.0,15.0,1.0,0.0,1.0,1.0,4.0,14.0,-4.0,0.709,0.667,0.0,0.222,20.1,29.6,24.9,7.7,0.0,3.1,9.2,17.9,144.0,100.0,6.0
Lance Thomas,25.116666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,4.0,9.0,0.444,2.0,5.0,0.4,0.0,0.0,,1.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.556,0.556,0.556,0.0,3.5,20.5,12.1,0.0,0.0,0.0,0.0,15.3,118.0,106.0,-0.9
Kevin Knox,23.016666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,3.0,12.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,7.0,3.0,0.292,0.292,0.333,0.0,0.0,14.9,7.5,14.5,0.0,0.0,14.3,26.0,60.0,108.0,-11.5
Allonzo Trier,24.15,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,3.0,10.0,0.3,0.0,5.0,0.0,4.0,8.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,10.0,-11.0,0.37,0.3,0.5,0.8,0.0,10.6,5.4,0.0,2.0,0.0,6.9,25.7,74.0,105.0,-8.1
Emmanuel Mudiay,23.65,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.563,0.563,0.25,0.0,0.0,14.5,7.3,22.7,0.0,0.0,27.3,19.9,88.0,108.0,-5.4
Mitchell Robinson,21.95,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,2.0,4.0,0.5,0.0,0.0,,4.0,4.0,1.0,3.0,6.0,9.0,0.0,1.0,3.0,1.0,4.0,8.0,-4.0,0.694,0.5,0.0,1.0,11.9,23.4,17.7,0.0,2.2,11.1,14.8,13.2,135.0,91.0,4.2
Luke Kornet,13.266666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,1.0,4.0,0.25,1.0,4.0,0.25,1.0,2.0,0.5,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.41,0.375,1.0,0.5,6.6,6.5,6.5,23.1,0.0,6.1,0.0,15.7,110.0,106.0,6.2
John Jenkins,12.65,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,3.0,5.0,0.6,3.0,3.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.9,0.9,0.6,0.0,0.0,6.8,3.4,0.0,0.0,0.0,0.0,16.9,171.0,111.0,14.6
Henry Ellenson,4.466666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090NYK,2019-03-09 12:00:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-6.0,0.0,0.0,0.5,0.0,19.5,19.2,19.4,0.0,11.0,0.0,0.0,19.1,32.0,81.0,-8.5
Joe Harris,33.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,3.0,10.0,0.3,1.0,6.0,0.167,4.0,6.0,0.667,1.0,4.0,5.0,2.0,0.0,0.0,3.0,2.0,11.0,-1.0,0.435,0.35,0.6,0.6,2.7,10.1,6.5,10.0,0.0,0.0,19.2,18.1,83.0,112.0,-8.8
D'Angelo Russell,31.033333333333335,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,6.0,23.0,0.261,3.0,12.0,0.25,3.0,5.0,0.6,1.0,2.0,3.0,6.0,1.0,0.0,1.0,2.0,18.0,-11.0,0.357,0.326,0.522,0.217,2.9,5.4,4.2,39.1,1.5,0.0,3.8,32.7,91.0,111.0,-3.5
Jarrett Allen,29.7,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,5.0,6.0,0.833,0.0,0.0,,10.0,16.0,0.625,7.0,5.0,12.0,2.0,1.0,1.0,1.0,2.0,20.0,-6.0,0.767,0.833,0.0,2.667,21.0,14.2,17.5,13.0,1.5,2.5,7.1,18.3,159.0,105.0,10.5
Allen Crabbe,27.6,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,2.0,11.0,0.182,1.0,7.0,0.143,5.0,7.0,0.714,1.0,3.0,4.0,0.0,1.0,1.0,1.0,4.0,10.0,-5.0,0.355,0.227,0.636,0.636,3.2,9.2,6.3,0.0,1.6,2.7,6.6,21.2,79.0,108.0,-8.8
Rodions Kurucs,20.716666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,5.0,7.0,0.714,4.0,5.0,0.8,2.0,2.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,16.0,-2.0,1.015,1.0,0.714,0.286,8.6,16.3,12.5,10.8,2.2,0.0,11.3,16.6,170.0,104.0,15.4
Spencer Dinwiddie,30.333333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,7.0,14.0,0.5,4.0,7.0,0.571,5.0,8.0,0.625,0.0,6.0,6.0,7.0,0.0,1.0,2.0,5.0,23.0,11.0,0.656,0.643,0.5,0.571,0.0,16.7,8.6,50.5,0.0,2.5,10.2,25.0,131.0,107.0,8.9
DeMarre Carroll,27.55,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,4.0,8.0,0.5,2.0,5.0,0.4,3.0,4.0,0.75,0.0,5.0,5.0,0.0,2.0,0.0,3.0,3.0,13.0,4.0,0.666,0.625,0.625,0.5,0.0,15.3,7.8,0.0,3.3,0.0,23.5,18.0,97.0,102.0,-1.2
Caris LeVert,21.233333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,1.0,6.0,0.167,0.0,2.0,0.0,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,12.0,0.167,0.167,0.333,0.0,4.2,15.9,10.2,7.4,2.1,0.0,25.0,14.6,42.0,105.0,-12.1
Ed Davis,18.3,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,0.0,1.0,0.0,0.0,0.0,,1.0,6.0,0.167,2.0,6.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,0.137,0.0,0.0,6.0,9.7,27.6,18.9,15.9,0.0,0.0,0.0,7.7,80.0,103.0,-4.1
John Collins,29.916666666666668,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,13.0,20.0,0.65,0.0,1.0,0.0,7.0,9.0,0.778,6.0,13.0,19.0,2.0,1.0,1.0,2.0,5.0,33.0,3.0,0.689,0.65,0.05,0.45,16.9,38.6,27.5,17.7,1.5,3.8,7.7,32.3,137.0,95.0,17.9
Alex Len,29.4,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,7.0,14.0,0.5,1.0,7.0,0.143,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,1.0,5.0,15.0,-5.0,0.536,0.536,0.5,0.0,5.7,6.0,5.9,0.0,0.0,3.9,6.7,19.0,108.0,113.0,-3.3
Taurean Prince,29.0,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,5.0,11.0,0.455,3.0,6.0,0.5,0.0,0.0,,1.0,2.0,3.0,4.0,1.0,0.0,1.0,5.0,13.0,10.0,0.591,0.591,0.545,0.0,2.9,6.1,4.5,21.5,1.6,0.0,8.3,15.4,124.0,111.0,3.4
Trae Young,28.65,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,4.0,14.0,0.286,2.0,4.0,0.5,13.0,16.0,0.813,3.0,7.0,10.0,11.0,1.0,0.0,2.0,3.0,23.0,13.0,0.547,0.357,0.286,1.143,8.8,21.7,15.1,57.1,1.6,0.0,8.7,29.9,129.0,105.0,15.4
Kevin Huerter,23.716666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,1.0,8.0,0.125,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,4.0,4.0,16.0,0.225,0.125,0.25,0.25,3.6,15.0,9.1,5.5,0.0,0.0,10.1,15.5,59.0,110.0,-13.8
Vince Carter,25.55,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,4.0,13.0,0.308,0.0,6.0,0.0,2.0,3.0,0.667,1.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,10.0,6.0,0.349,0.308,0.462,0.231,3.3,3.5,3.4,6.0,5.3,0.0,0.0,20.8,87.0,104.0,-2.2
Jaylen Adams,19.35,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,1.0,6.0,0.167,1.0,6.0,0.167,0.0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,-15.0,0.25,0.25,1.0,0.0,4.4,9.2,6.7,20.4,0.0,0.0,14.3,13.5,73.0,114.0,-6.7
Kent Bazemore,19.316666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,1.0,6.0,0.167,1.0,3.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,-13.0,0.363,0.25,0.5,0.333,0.0,18.4,9.0,0.0,0.0,0.0,12.7,15.2,74.0,108.0,-12.7
DeAndre' Bembry,18.316666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,3.0,8.0,0.375,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,-10.0,0.375,0.375,0.25,0.0,4.6,4.9,4.7,0.0,2.5,0.0,0.0,16.2,89.0,110.0,-4.4
Tyler Zeller,7.0,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.5,0.0,24.1,25.4,24.7,0.0,0.0,0.0,0.0,10.6,58.0,105.0,-15.6
B.J. Johnson,5.65,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-7.0,0.0,0.0,1.0,0.0,0.0,15.7,7.7,0.0,0.0,0.0,33.3,19.7,0.0,107.0,-33.4
Justin Anderson,4.083333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090ATL,2019-03-09 19:00:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,118.0,-14.5
Kyrie Irving,34.766666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,12.0,18.0,0.667,5.0,8.0,0.625,1.0,1.0,1.0,1.0,6.0,7.0,5.0,2.0,2.0,1.0,2.0,30.0,14.0,0.813,0.806,0.444,0.056,3.4,18.4,11.2,22.0,2.7,4.3,5.1,23.9,151.0,98.0,18.4
Marcus Smart,29.033333333333335,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,6.0,8.0,0.75,4.0,6.0,0.667,0.0,0.0,,0.0,2.0,2.0,5.0,2.0,0.0,3.0,3.0,16.0,7.0,1.0,1.0,0.75,0.0,0.0,7.3,3.8,21.7,3.2,0.0,27.3,16.2,135.0,103.0,8.5
Al Horford,27.866666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,4.0,6.0,0.667,0.0,1.0,0.0,2.0,2.0,1.0,2.0,6.0,8.0,4.0,0.0,0.0,3.0,2.0,10.0,11.0,0.727,0.667,0.167,0.333,8.4,23.0,16.0,16.8,0.0,0.0,30.4,15.2,119.0,107.0,-1.4
Marcus Morris,26.85,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,7.0,16.0,0.438,1.0,6.0,0.167,1.0,2.0,0.5,1.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,16.0,11.0,0.474,0.469,0.375,0.125,4.4,23.8,14.6,20.2,0.0,0.0,0.0,26.9,107.0,107.0,0.0
Jayson Tatum,26.716666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,2.0,7.0,0.286,0.0,2.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,1.0,0.0,3.0,3.0,6.0,1.0,0.381,0.286,0.286,0.286,0.0,20.0,10.4,20.2,1.7,0.0,27.6,17.4,79.0,104.0,-6.5
Gordon Hayward,29.766666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,6.0,8.0,0.75,1.0,3.0,0.333,2.0,4.0,0.5,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,15.0,14.0,0.768,0.813,0.375,0.5,0.0,7.2,3.8,8.4,0.0,2.5,17.0,16.9,121.0,108.0,0.5
Jaylen Brown,20.666666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,3.0,12.0,0.25,1.0,6.0,0.167,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,8.0,4.0,0.322,0.292,0.5,0.083,0.0,15.5,8.1,17.0,0.0,7.3,7.4,27.8,73.0,102.0,-8.3
Terry Rozier,18.95,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,10.0,6.0,0.625,0.625,0.625,0.0,0.0,16.9,8.8,13.4,2.5,0.0,0.0,18.1,126.0,103.0,6.1
Aron Baynes,16.283333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,3.0,5.0,0.6,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,7.0,6.0,0.595,0.6,0.2,0.4,7.2,19.7,13.7,7.5,0.0,0.0,0.0,15.5,130.0,108.0,-1.7
Daniel Theis,3.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,30.4,0.0,14.5,0.0,0.0,0.0,0.0,22.2,43.0,111.0,-25.8
Semi Ojeleye,1.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,,,,0.0,57.7,30.2,0.0,0.0,0.0,,0.0,0.0,101.0,-2.1
Brad Wanamaker,1.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,0.0,0.0,0.0,23.1,58.0,110.0,-22.4
Guerschon Yabusele,1.5333333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8,92.0,110.0,-20.5
Moritz Wagner,34.1,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,7.0,13.0,0.538,1.0,5.0,0.2,7.0,7.0,1.0,0.0,6.0,6.0,3.0,1.0,1.0,3.0,2.0,22.0,3.0,0.684,0.577,0.385,0.538,0.0,20.6,9.8,12.4,1.4,2.6,15.7,24.2,118.0,114.0,4.0
Rajon Rondo,31.1,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,0.0,6.0,6.0,9.0,1.0,0.0,3.0,2.0,4.0,-16.0,0.286,0.286,0.286,0.0,0.0,22.6,10.8,34.0,1.5,0.0,30.0,13.9,75.0,115.0,-7.0
LeBron James,27.766666666666666,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,13.0,23.0,0.565,1.0,5.0,0.2,3.0,7.0,0.429,2.0,8.0,10.0,12.0,0.0,0.0,3.0,0.0,30.0,11.0,0.575,0.587,0.217,0.304,7.7,33.7,20.1,96.4,0.0,0.0,10.3,45.3,117.0,118.0,17.9
Kentavious Caldwell-Pope,16.216666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-17.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,16.0,34.0,122.0,-17.5
JaVale McGee,16.083333333333332,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,3.0,5.0,0.6,0.0,0.0,,2.0,2.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,8.0,-15.0,0.68,0.6,0.0,0.4,6.6,29.1,17.4,0.0,2.9,0.0,14.5,18.5,118.0,111.0,0.0
Alex Caruso,29.733333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,3.0,3.0,1.0,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,5.0,8.0,5.0,1.031,1.0,0.0,0.667,0.0,7.9,3.8,8.2,0.0,2.9,0.0,5.6,214.0,118.0,-2.2
Johnathan Williams,28.533333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,9.0,16.0,0.563,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,1.0,0.0,1.0,0.0,2.0,18.0,0.0,0.563,0.563,0.0,0.0,15.0,24.6,19.6,5.8,0.0,3.1,0.0,24.3,120.0,116.0,1.7
Josh Hart,28.383333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903090LAL,2019-03-09 20:30:00,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,8.0,-13.0,0.4,0.4,0.6,0.0,3.8,4.1,3.9,4.3,1.6,0.0,0.0,15.2,89.0,117.0,-5.1
