Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM
Dāvis Bertāns,26.533333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,1.0,10.0,0.1,1.0,10.0,0.1,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,1.0,0.0,5.0,3.0,-2.0,0.15,0.15,1.0,0.0,0.0,11.5,5.7,18.5,0.0,3.7,0.0,16.7,53.0,116.0,-11.1
Marco Belinelli,20.4,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,4.0,7.0,0.571,0.0,2.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,11.0,3.0,0.661,0.571,0.286,0.429,0.0,10.0,4.9,14.9,0.0,0.0,10.7,20.2,123.0,120.0,0.2
Patty Mills,15.516666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,3.0,7.0,0.429,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,-3.0,0.571,0.571,0.571,0.0,0.0,0.0,0.0,29.3,0.0,0.0,0.0,20.0,123.0,122.0,3.8
Jakob Poeltl,14.666666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,4.0,4.0,8.0,0.0,1.0,0.0,1.0,1.0,8.0,5.0,0.8,0.8,0.0,0.0,26.7,27.9,27.3,0.0,3.3,0.0,16.7,18.1,140.0,107.0,6.1
Lonnie Walker,6.733333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,1.0,3.0,0.333,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,7.0,0.515,0.333,0.0,0.667,0.0,15.2,7.4,21.0,7.2,14.5,0.0,25.5,118.0,91.0,16.0
Eric Gordon,38.15,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,4.0,13.0,0.308,3.0,9.0,0.333,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,12.0,4.0,0.446,0.423,0.692,0.077,2.7,2.6,2.6,0.0,0.0,0.0,6.9,16.7,90.0,113.0,-7.5
P.J. Tucker,37.18333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,10.0,10.0,2.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,26.3,13.4,7.2,0.0,3.9,25.0,4.7,30.0,104.0,-2.9
James Harden,36.666666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,19.0,34.0,0.559,9.0,13.0,0.692,14.0,17.0,0.824,2.0,5.0,7.0,1.0,3.0,0.0,3.0,3.0,61.0,18.0,0.735,0.691,0.382,0.5,5.6,13.4,9.5,11.8,4.0,0.0,6.7,53.4,139.0,102.0,31.6
Chris Paul,34.2,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,7.0,15.0,0.467,0.0,3.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,18.0,-4.0,0.537,0.467,0.2,0.267,0.0,8.6,4.4,26.8,1.4,2.1,10.7,24.1,110.0,107.0,1.0
Clint Capela,32.45,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,3.0,8.0,0.375,0.0,0.0,,1.0,1.0,1.0,2.0,14.0,16.0,4.0,0.0,1.0,1.0,2.0,7.0,5.0,0.415,0.375,0.0,0.125,6.3,42.3,24.7,18.7,0.0,2.2,10.6,12.8,105.0,102.0,1.7
Danuel House,19.15,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,0.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,-5.0,0.102,0.0,1.0,0.5,0.0,25.6,13.1,0.0,2.5,0.0,17.0,13.5,19.0,102.0,-13.0
Iman Shumpert,16.283333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.375,0.375,1.0,0.0,6.3,6.0,6.1,0.0,0.0,0.0,0.0,10.8,94.0,112.0,-5.2
Nenê Hilário,15.55,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,1.0,3.0,0.333,0.0,0.0,,2.0,5.0,0.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.385,0.333,0.0,1.667,13.1,0.0,6.4,0.0,0.0,0.0,0.0,14.7,103.0,114.0,-8.4
Gerald Green,10.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220HOU,2019-03-22 20:00:00,1.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,-3.0,0.868,0.75,0.5,1.0,0.0,9.4,4.8,0.0,0.0,0.0,0.0,12.2,181.0,112.0,2.9
Josh Richardson,34.68333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,4.0,12.0,0.333,2.0,7.0,0.286,0.0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,0.0,2.0,10.0,-13.0,0.417,0.417,0.583,0.0,0.0,10.6,4.5,26.1,1.5,0.0,0.0,16.0,100.0,125.0,-2.6
Dion Waiters,30.35,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,9.0,0.333,3.0,6.0,0.5,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,9.0,-12.0,0.5,0.5,0.667,0.0,0.0,4.1,1.7,11.6,1.7,6.2,25.0,18.2,76.0,122.0,-3.3
Derrick Jones,25.45,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,4.0,8.0,0.5,2.0,6.0,0.333,1.0,3.0,0.333,4.0,3.0,7.0,3.0,1.0,0.0,0.0,3.0,11.0,-11.0,0.59,0.625,0.75,0.375,14.2,14.5,14.4,23.1,2.0,0.0,0.0,16.9,136.0,123.0,6.6
Kelly Olynyk,24.216666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,8.0,0.375,3.0,8.0,0.375,4.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,13.0,-6.0,0.666,0.563,1.0,0.5,0.0,15.2,6.5,0.0,0.0,0.0,9.3,20.5,119.0,127.0,-2.4
Bam Adebayo,18.166666666666668,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,5.0,10.0,0.5,0.0,0.0,,2.0,4.0,0.5,2.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,12.0,0.0,0.51,0.5,0.0,0.4,10.0,33.9,20.1,28.1,2.8,0.0,0.0,29.8,114.0,117.0,8.4
Dwyane Wade,25.416666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,5.0,11.0,0.455,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,12.0,-24.0,0.505,0.5,0.182,0.182,0.0,14.5,6.2,8.4,2.0,3.7,0.0,21.5,102.0,121.0,1.2
James Johnson,25.1,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,1.0,7.0,0.143,0.0,4.0,0.0,2.0,4.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,-23.0,0.228,0.143,0.571,0.571,0.0,4.9,2.1,12.7,0.0,0.0,10.2,17.9,54.0,129.0,-16.2
Hassan Whiteside,23.783333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,6.0,8.0,0.75,0.0,0.0,,2.0,6.0,0.333,4.0,5.0,9.0,0.0,0.0,3.0,1.0,3.0,14.0,-23.0,0.658,0.75,0.0,0.75,15.2,25.9,19.7,0.0,0.0,11.9,8.6,22.6,121.0,116.0,3.8
Goran Dragić,21.716666666666665,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,5.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0,-21.0,0.0,0.0,0.333,0.0,0.0,28.3,12.0,27.6,2.3,0.0,25.0,25.5,19.0,120.0,-21.3
Duncan Robinson,6.383333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,0.5,0.5,0.5,0.0,0.0,19.3,8.2,0.0,0.0,0.0,0.0,14.4,96.0,127.0,-5.9
Ryan Anderson,4.733333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,10.7,0.0,0.0,9.7,48.0,107.0,4.6
Giannis Antetokounmpo,28.466666666666665,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,12.0,19.0,0.632,1.0,4.0,0.25,2.0,4.0,0.5,2.0,6.0,8.0,7.0,1.0,2.0,3.0,3.0,27.0,7.0,0.65,0.658,0.211,0.211,8.6,19.1,14.7,51.8,1.8,7.0,12.6,37.2,124.0,86.0,16.8
Brook Lopez,28.433333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,8.0,0.375,2.0,6.0,0.333,2.0,4.0,0.5,0.0,8.0,8.0,3.0,0.0,2.0,1.0,2.0,10.0,11.0,0.512,0.5,0.75,0.5,0.0,25.5,14.7,13.4,0.0,7.0,9.3,16.9,106.0,88.0,2.6
Eric Bledsoe,28.383333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,10.0,0.3,1.0,3.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,9.0,-2.0,0.414,0.35,0.3,0.2,0.0,3.2,1.8,4.5,0.0,0.0,15.5,20.2,76.0,101.0,-12.7
Khris Middleton,28.1,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,8.0,13.0,0.615,2.0,5.0,0.4,0.0,0.0,,2.0,6.0,8.0,10.0,1.0,0.0,1.0,2.0,18.0,10.0,0.692,0.692,0.385,0.0,8.8,19.3,14.9,58.2,1.8,0.0,7.1,22.2,153.0,91.0,17.6
Tony Snell,22.45,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,5.0,0.6,2.0,3.0,0.667,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,10.0,6.0,0.85,0.8,0.6,0.4,5.5,12.1,9.3,11.7,2.3,4.5,14.5,13.6,150.0,89.0,8.7
Pat Connaughton,28.2,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,2.0,5.0,0.4,2.0,2.0,1.0,0.0,0.0,,0.0,10.0,10.0,4.0,0.0,0.0,1.0,2.0,6.0,25.0,0.6,0.6,0.4,0.0,0.0,32.1,18.5,17.2,0.0,0.0,16.7,9.5,121.0,91.0,2.3
Ersan İlyasova,26.733333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,4.0,6.0,0.667,3.0,3.0,1.0,2.0,3.0,0.667,1.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,13.0,26.0,0.888,0.917,0.5,0.5,4.6,13.6,9.8,5.0,1.9,0.0,0.0,12.2,173.0,93.0,9.8
George Hill,17.816666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,7.0,0.429,2.0,4.0,0.5,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,8.0,25.0,0.571,0.571,0.571,0.0,6.9,5.1,5.9,7.7,2.8,0.0,36.4,27.5,73.0,92.0,-10.1
Sterling Brown,14.866666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,2.0,6.0,0.333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,4.0,19.0,0.311,0.333,0.167,0.167,8.3,18.3,14.0,17.7,0.0,0.0,13.4,22.3,79.0,96.0,-10.2
D.J. Wilson,12.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,3.0,4.0,0.75,2.0,2.0,1.0,3.0,4.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,11.0,14.0,0.955,1.0,0.5,1.0,0.0,7.3,4.2,12.4,0.0,0.0,0.0,20.7,186.0,99.0,16.3
Tim Frazier,4.183333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220MIL,2019-03-22 20:30:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,0.0,29.4,0.0,12.5,26.7,0.0,0.0,0.0,21.3,70.0,103.0,-13.8
DeMarre Carroll,34.8,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,5.0,13.0,0.385,3.0,9.0,0.333,2.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,15.0,8.0,0.54,0.5,0.692,0.154,0.0,15.0,7.8,0.0,0.0,0.0,12.6,18.7,94.0,106.0,-3.6
D'Angelo Russell,33.833333333333336,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,8.0,20.0,0.4,4.0,11.0,0.364,1.0,2.0,0.5,1.0,1.0,2.0,13.0,4.0,0.0,6.0,4.0,21.0,11.0,0.503,0.5,0.55,0.1,2.8,2.6,2.7,71.9,5.5,0.0,22.3,32.5,100.0,100.0,8.1
Joe Harris,31.933333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,8.0,15.0,0.533,6.0,8.0,0.75,4.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,26.0,10.0,0.776,0.733,0.533,0.267,0.0,8.2,4.3,12.0,0.0,0.0,0.0,21.5,157.0,110.0,13.1
Jarrett Allen,27.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,4.0,7.0,0.571,0.0,0.0,,5.0,8.0,0.625,3.0,8.0,11.0,0.0,0.0,1.0,2.0,2.0,13.0,4.0,0.618,0.571,0.0,1.143,10.1,25.0,17.9,0.0,0.0,2.9,16.0,18.4,114.0,99.0,-0.8
Rodions Kurucs,24.483333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.3,0.3,0.6,0.0,0.0,14.3,7.4,5.6,0.0,0.0,0.0,8.4,75.0,106.0,-6.5
Spencer Dinwiddie,31.883333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,4.0,14.0,0.286,2.0,7.0,0.286,9.0,12.0,0.75,0.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,19.0,-3.0,0.493,0.357,0.5,0.857,0.0,8.2,4.3,0.0,2.9,2.5,4.9,26.0,101.0,102.0,1.1
Ed Davis,20.0,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,7.0,11.0,0.636,0.0,0.0,,0.0,0.0,,7.0,8.0,15.0,0.0,1.0,1.0,1.0,5.0,14.0,0.0,0.636,0.636,0.0,0.0,32.9,34.9,34.0,0.0,2.3,4.0,8.3,24.5,131.0,88.0,6.3
Caris LeVert,18.433333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,-7.0,0.0,0.0,0.5,0.0,0.0,14.2,7.4,21.1,2.5,4.3,14.3,15.5,28.0,99.0,-11.2
Jared Dudley,16.716666666666665,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,2.4,91.0,114.0,-5.2
LeBron James,36.7,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,8.0,25.0,0.32,1.0,7.0,0.143,8.0,12.0,0.667,3.0,6.0,9.0,14.0,1.0,1.0,8.0,3.0,25.0,-2.0,0.413,0.34,0.28,0.48,7.1,15.4,11.1,69.0,1.3,2.6,20.9,39.7,90.0,109.0,3.7
Kyle Kuzma,34.983333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,5.0,19.0,0.263,3.0,11.0,0.273,5.0,5.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,5.0,18.0,-6.0,0.425,0.342,0.579,0.263,2.5,10.8,6.5,0.0,0.0,2.7,8.6,25.2,92.0,113.0,-6.8
JaVale McGee,34.55,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,15.0,20.0,0.75,0.0,0.0,,3.0,7.0,0.429,12.0,8.0,20.0,0.0,1.0,6.0,3.0,5.0,33.0,-5.0,0.715,0.75,0.0,0.35,30.3,21.8,26.2,0.0,1.3,16.7,11.5,28.7,132.0,98.0,15.4
Reggie Bullock,28.116666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,2.0,9.0,0.222,1.0,6.0,0.167,0.0,0.0,,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,5.0,-7.0,0.278,0.278,0.667,0.0,0.0,10.0,4.8,0.0,3.3,3.4,0.0,12.2,69.0,106.0,-4.5
Rajon Rondo,24.6,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,5.0,-16.0,0.417,0.417,0.333,0.0,0.0,11.5,5.5,23.6,1.9,0.0,0.0,9.3,119.0,111.0,-2.5
Alex Caruso,34.6,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,3.0,10.0,0.3,2.0,4.0,0.5,2.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,0.0,3.0,5.0,10.0,9.0,0.46,0.4,0.4,0.2,5.0,16.3,10.5,8.4,1.3,0.0,21.6,15.3,89.0,110.0,-6.4
Kentavious Caldwell-Pope,33.016666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,1.0,6.0,0.167,1.0,6.0,0.167,4.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,2.0,7.0,3.0,0.451,0.25,1.0,0.667,2.6,8.6,5.5,4.1,2.8,0.0,0.0,8.9,121.0,110.0,-1.7
Tyson Chandler,12.566666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.5,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.798,1.0,0.0,2.0,0.0,52.4,25.2,0.0,0.0,0.0,0.0,5.7,158.0,101.0,1.4
Johnathan Williams,0.4,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,119.0,-7.7
Moritz Wagner,0.3333333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,119.0,-7.6
Isaac Bonga,0.08333333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903220LAL,2019-03-22 22:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,119.0,-6.2
Jayson Tatum,36.86666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,5.0,17.0,0.294,2.0,7.0,0.286,0.0,0.0,,1.0,5.0,6.0,4.0,0.0,1.0,1.0,1.0,12.0,-19.0,0.353,0.353,0.412,0.0,2.8,13.3,8.2,13.9,0.0,2.3,5.6,21.4,82.0,127.0,-9.9
Marcus Morris,35.483333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,6.0,13.0,0.462,3.0,5.0,0.6,0.0,0.0,,3.0,6.0,9.0,4.0,1.0,1.0,1.0,4.0,15.0,-6.0,0.577,0.577,0.385,0.0,8.8,16.6,12.8,15.1,1.3,2.4,7.1,17.3,122.0,122.0,-0.1
Kyrie Irving,34.71666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,12.0,23.0,0.522,4.0,11.0,0.364,3.0,4.0,0.75,0.0,7.0,7.0,6.0,2.0,0.0,3.0,5.0,31.0,-10.0,0.626,0.609,0.478,0.174,0.0,19.8,10.2,30.3,2.7,0.0,10.8,35.0,114.0,119.0,3.4
Marcus Smart,25.283333333333335,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,2.0,10.0,0.2,2.0,7.0,0.286,0.0,0.0,,0.0,2.0,2.0,8.0,1.0,0.0,3.0,5.0,6.0,-6.0,0.3,0.3,0.7,0.0,0.0,7.7,4.0,37.8,1.9,0.0,23.1,22.5,79.0,125.0,-12.8
Robert Williams,9.533333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,-11.0,0.5,0.5,0.0,0.0,10.9,20.6,15.9,12.9,0.0,17.7,0.0,9.2,138.0,114.0,2.7
Jaylen Brown,30.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,10.0,13.0,0.769,5.0,6.0,0.833,4.0,7.0,0.571,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,29.0,3.0,0.902,0.962,0.462,0.538,0.0,12.9,6.7,22.4,1.6,5.5,5.9,24.6,160.0,121.0,18.1
Terry Rozier,22.583333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903230CHO,2019-03-23 18:00:00,5.0,8.0,0.625,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,-1.0,0.75,0.75,0.625,0.0,0.0,4.3,2.2,6.4,0.0,0.0,0.0,15.5,141.0,132.0,-1.1
