player,year_min,year_max,pos,height,weight,birth_date,colleges,season,age,team_id,lg_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
Jack McMahon,1953,1960,,6-1,185,"December 3, 1928",St. John's,Career,,,NBA,524,,27.2,3.1,9.1,.337,,,,,,,,1.9,3.0,.637,,,2.7,3.7,,,,2.8,8.1
Nate McMillan,1987,1998,,6-5,195,"August 3, 1964",NC State,Career,,,NBA,796,373,25.7,2.3,5.2,.443,0.4,1.1,.343,1.9,4.1,.470,.479,1.0,1.5,.650,1.2,2.9,4.0,6.1,1.9,0.4,1.9,3.0,5.9
Tom McMillen,1976,1986,,6-11,215,"May 26, 1952",Maryland,Career,,,NBA,729,54,20.3,3.3,6.9,.483,0.0,0.1,.120,3.3,6.8,.484,.483,1.5,1.8,.806,1.3,2.7,4.0,1.1,0.3,0.3,1.1,2.4,8.1
Jim McMillian,1971,1979,,6-5,215,"March 11, 1948",Columbia University,Career,,,NBA,631,,32.1,5.8,12.0,.482,,,,,,,,2.3,2.8,.832,1.6,3.6,5.3,2.5,1.1,0.2,1.2,1.9,13.8
Shellie McMillon,1959,1962,,6-5,205,"March 11, 1936",Bradley,Career,,,NBA,263,,18.9,3.7,8.6,.434,,,,,,,,1.7,2.6,.634,,,6.0,0.9,,,,2.8,9.1
Mal McMullen,1950,1951,,6-5,210,"August 23, 1927",Xavier,Career,,,NBA,109,,,1.8,6.0,.306,,,,,,,,1.1,2.0,.561,,,2.5,1.1,,,,2.9,4.8
Chet McNabb,1948,1948,,6-2,200,"September 19, 1920",Arizona State,Career,,,BAA,2,,,0.0,0.5,.000,,,,,,,,0.0,0.0,,,,,0.0,,,,0.5,0.0
Mark McNamara,1983,1991,,6-11,235,"June 8, 1959","Santa Clara, California",Career,,,NBA,278,25,9.7,1.3,2.5,.512,0.0,0.0,,1.3,2.5,.512,.512,0.9,1.7,.548,1.2,1.7,3.0,0.3,0.1,0.1,0.8,1.3,3.5
Joe McNamee,1951,1952,,6-6,210,"September 24, 1926",San Francisco,Career,,,NBA,118,,12.0,1.0,3.3,.298,,,,,,,,0.5,0.8,.620,,,2.0,0.5,,,,1.7,2.4
Jerel McNeal,2015,2015,,6-3,200,"June 1, 1987",Marquette,Career,,,NBA,6,0,6.0,0.5,1.8,.273,0.2,0.3,.500,0.3,1.5,.222,.318,0.3,0.3,1.000,0.0,0.5,0.5,0.3,0.5,0.2,0.8,0.8,1.5
Chris McNealy,1986,1988,,6-7,210,"July 15, 1961",San Jose State,Career,,,NBA,108,22,17.3,1.7,3.7,.456,0.0,0.0,,1.7,3.7,.456,.456,1.0,1.5,.658,1.5,3.1,4.6,1.0,0.8,0.3,1.1,2.5,4.3
Bob McNeill,1961,1962,,6-1,170,"October 22, 1938",Saint Joseph's,Career,,,NBA,125,,14.6,1.8,4.5,.394,,,,,,,,1.0,1.3,.819,,,1.4,2.6,,,,1.6,4.6
Larry McNeill,1974,1979,,6-9,195,"January 31, 1951",Marquette,Career,,,NBA,297,,17.2,3.1,6.6,.466,,,,,,,,2.4,3.0,.779,1.6,3.2,4.8,0.8,0.6,0.3,1.2,2.4,8.5
Carl McNulty,1955,1955,,6-3,185,"February 14, 1930",Purdue,Career,,,NBA,1,,14.0,1.0,6.0,.167,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0
Paul McPherson,2001,2001,,6-4,210,"July 3, 1978",DePaul,Career,,,NBA,55,0,10.8,2.0,3.9,.505,0.0,0.2,.167,1.9,3.7,.525,.509,0.8,1.1,.724,0.7,0.7,1.4,0.7,0.5,0.1,0.9,1.5,4.8
Roy McPipe,1975,1975,,6-3,205,"May 5, 1950","Montana State University, Billings",Career,,,ABA,5,,8.8,1.6,4.8,.333,0.4,0.8,.500,1.2,4.0,.300,.375,0.6,0.8,.750,0.4,0.6,1.0,0.2,0.2,0.0,2.0,1.0,4.2
Cozell McQueen,1987,1987,,6-11,235,"January 18, 1962",NC State,Career,,,NBA,3,0,2.3,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.3,0.0,0.3,2.0
Jordan McRae,2016,2020,,6-5,179,"March 28, 1991",Tennessee,Career,,,NBA,123,9,13.8,2.5,5.9,.417,0.7,1.9,.355,1.8,4.0,.447,.474,1.3,1.7,.772,0.3,1.6,1.8,1.4,0.4,0.2,0.7,1.2,6.9
Thales McReynolds,1966,1966,,6-3,185,"June 8, 1943",Miles College,Career,,,NBA,5,,5.6,0.2,2.4,.083,,,,,,,,0.2,0.4,.500,,,1.2,0.2,,,,0.0,0.6
Josh McRoberts,2008,2018,,6-10,240,"February 28, 1987",Duke,Career,,,NBA,433,179,19.1,2.1,4.6,.463,0.5,1.3,.340,1.7,3.2,.514,.513,0.7,1.0,.705,1.1,2.8,3.9,2.1,0.5,0.4,0.9,1.9,5.4
Eric McWilliams,1973,1973,,6-8,200,"April 18, 1950",Cal State Long Beach,Career,,,NBA,44,,5.6,0.8,2.2,.347,,,,,,,,0.4,0.8,.486,,,1.4,0.1,,,,1.0,2.0
George Mearns,1947,1948,,6-3,175,"April 18, 1922",Rhode Island,Career,,,BAA,81,,,1.9,7.3,.255,,,,,,,,1.7,2.5,.684,,,,0.6,,,,2.5,5.5
Stanislav Medvedenko,2001,2007,,6-10,250,"April 4, 1979",,Career,,,NBA,263,58,12.7,2.2,5.0,.450,0.0,0.0,.154,2.2,4.9,.453,.451,0.8,1.1,.740,1.3,1.6,2.8,0.5,0.3,0.2,0.6,2.0,5.3
Darnell Mee,1994,1995,,6-5,175,"February 11, 1971",Western Kentucky,Career,,,NBA,40,0,7.3,0.7,2.3,.312,0.2,0.7,.222,0.6,1.7,.348,.344,0.3,0.7,.444,0.4,0.5,0.9,0.5,0.4,0.3,0.5,0.9,1.9
Jodie Meeks,2010,2019,,6-4,210,"August 21, 1987",Kentucky,Career,,,NBA,539,204,22.5,3.1,7.4,.420,1.4,3.9,.373,1.7,3.5,.471,.517,1.6,1.9,.879,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.3
Cliff Meely,1972,1976,,6-8,215,"July 10, 1947",Colorado,Career,,,NBA,318,,19.9,3.5,8.4,.417,,,,,,,,1.3,1.9,.675,1.1,3.3,5.4,1.3,0.6,0.7,,2.9,8.4
Scott Meents,1990,1991,,6-10,225,"January 4, 1964",Illinois,Career,,,NBA,39,0,5.2,0.7,1.8,.361,0.0,0.0,1.000,0.6,1.8,.352,.368,0.5,0.7,.704,0.3,0.8,1.0,0.4,0.3,0.2,0.4,0.4,1.8
Dick Mehen,1950,1952,,6-5,195,"May 20, 1922",Tennessee,Career,,,NBA,193,,35.3,4.3,11.3,.381,,,,,,,,2.1,3.0,.709,,,3.9,2.5,,,,2.9,10.7
Monk Meineke,1953,1958,,6-7,208,"October 30, 1930",Dayton,Career,,,NBA,343,,19.8,2.3,6.3,.367,,,,,,,,2.2,2.9,.756,,,4.7,1.3,,,,3.1,6.8
Carl Meinhold,1948,1949,,6-2,185,"March 29, 1926",Long Island University,Career,,,BAA,98,,,2.1,6.8,.316,,,,,,,,1.0,1.6,.628,,,,0.6,,,,1.3,5.3
Salah Mejri,2016,2019,,7-2,235,"June 15, 1986",,Career,,,NBA,204,22,11.9,1.4,2.3,.603,0.1,0.2,.293,1.3,2.1,.634,.616,0.6,1.0,.590,1.3,2.7,4.0,0.5,0.4,0.9,0.6,1.9,3.4
Gal Mekel,2014,2015,,6-3,191,"March 4, 1988",Wichita State,Career,,,NBA,35,1,9.6,0.9,3.0,.311,0.1,0.7,.217,0.8,2.4,.337,.335,0.2,0.3,.667,0.1,0.7,0.8,2.2,0.2,0.0,0.9,0.9,2.3
Bill Melchionni,1967,1976,,6-1,165,"October 19, 1944",Villanova,Career,,,TOT,646,,26.0,4.3,9.3,.459,0.1,0.3,.236,4.2,9.0,.465,.462,2.1,2.5,.809,0.4,1.7,2.0,5.0,0.9,0.1,2.5,2.2,10.6
Gary Melchionni,1974,1975,,6-2,185,"January 19, 1951",Duke,Career,,,NBA,137,,20.3,3.2,7.1,.444,,,,,,,,1.5,1.8,.831,0.7,1.7,2.4,2.2,0.6,0.2,,1.5,7.8
Nicolò Melli,2020,2021,,6-9,236,"January 26, 1991",,Career,,,NBA,105,12,15.3,1.7,4.4,.392,0.9,2.8,.316,0.9,1.6,.520,.491,0.7,0.9,.745,0.6,2.2,2.9,1.2,0.5,0.2,0.6,1.7,5.0
Fab Melo,2013,2013,,7-0,255,"June 20, 1990",Syracuse,Career,,,NBA,6,0,6.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.2,0.7,.250,0.0,0.5,0.5,0.0,0.3,0.3,0.2,1.2,1.2
De'Anthony Melton,2019,2021,,6-2,200,"May 28, 1998",USC,Career,,,NBA,162,40,19.7,2.7,6.5,.412,1.0,2.8,.350,1.7,3.7,.459,.487,1.0,1.2,.775,0.6,2.6,3.2,2.9,1.3,0.5,1.4,1.9,7.3
Ed Melvin,1947,1947,,5-9,170,"February 13, 1916",Duquesne,Career,,,BAA,57,,,1.7,6.6,.263,,,,,,,,1.5,2.2,.654,,,,0.6,,,,2.6,4.9
Dean Meminger,1972,1977,,6-0,175,"May 13, 1948",Marquette,Career,,,NBA,416,,20.6,2.4,5.1,.475,,,,,,,,1.3,2.1,.627,1.1,1.5,2.6,2.5,0.9,0.1,,1.7,6.1
Chuck Mencel,1956,1957,,6-0,168,"April 21, 1933",Minnesota,Career,,,NBA,141,,20.0,2.6,7.5,.341,,,,,,,,1.8,2.4,.765,,,2.5,2.4,,,,1.2,7.0
John Mengelt,1972,1981,,6-2,195,"October 16, 1949",Auburn,Career,,,NBA,636,,20.1,3.8,7.9,.479,0.0,0.2,.000,3.8,7.9,.480,.479,2.2,2.7,.809,0.4,1.4,1.9,2.1,0.7,0.1,1.4,2.0,9.8
Ken Menke,1950,1950,,6-0,168,"October 2, 1922",Illinois,Career,,,NBA,6,,,1.0,2.8,.353,,,,,,,,0.5,1.3,.375,,,,1.2,,,,1.2,2.5
Pops Mensah-Bonsu,2007,2011,,6-9,240,"September 7, 1983",George Washington,Career,,,NBA,61,0,8.3,1.0,2.6,.410,0.0,0.0,.000,1.0,2.5,.416,.410,0.9,1.5,.589,1.4,1.6,3.0,0.2,0.2,0.2,0.7,1.3,3.0
Dewitt Menyard,1968,1968,,6-10,210,"May 24, 1944",Utah,Career,,,ABA,71,,24.7,3.6,9.7,.370,0.0,0.0,,3.6,9.7,.370,.370,1.8,2.8,.665,,,7.8,1.2,,,1.4,3.1,9.1
Ron Mercer,1998,2005,,6-7,210,"May 18, 1976",Kentucky,Career,,,NBA,432,278,31.1,5.8,13.4,.429,0.1,0.6,.250,5.6,12.9,.437,.434,2.0,2.4,.808,0.9,2.2,3.1,2.1,1.1,0.3,1.6,2.0,13.6
Joe Meriweather,1976,1985,,6-10,215,"October 26, 1953",Southern Illinois,Career,,,NBA,670,119,22.1,3.2,6.3,.511,0.0,0.0,.333,3.2,6.3,.511,.511,1.6,2.4,.687,1.9,3.7,5.6,0.9,0.5,1.2,1.4,3.4,8.1
Porter Meriwether,1963,1963,,6-2,180,"March 16, 1940",Tennessee State,Career,,,NBA,31,,8.6,1.5,3.9,.393,,,,,,,,0.7,1.1,.697,,,0.9,1.4,,,,0.6,3.8
Sam Merrill,2021,2021,,6-4,205,"May 15, 1996",Utah State University,Career,,,NBA,30,2,7.8,1.1,2.4,.444,0.7,1.6,.447,0.4,0.8,.440,.590,0.1,0.1,1.000,0.2,0.8,1.0,0.7,0.3,0.0,0.3,0.6,3.0
Tom Meschery,1962,1971,,6-6,215,"October 26, 1938",Saint Mary's,Career,,,NBA,778,,30.2,5.0,11.3,.441,,,,,,,,2.8,3.7,.745,,,8.6,1.7,,,,3.7,12.7
Chimezie Metu,2019,2021,,6-9,225,"March 22, 1997",USC,Career,,,NBA,83,6,8.9,1.6,3.4,.480,0.2,0.5,.317,1.5,2.9,.508,.504,0.7,0.9,.740,0.6,1.6,2.2,0.6,0.3,0.3,0.7,1.0,4.0
Bill Meyer,1968,1968,,6-3,195,"August 30, 1943",Hiram College,Career,,,ABA,7,,6.4,1.4,3.1,.455,0.0,0.0,,1.4,3.1,.455,.455,0.3,0.3,1.000,,,0.7,0.1,,,0.3,1.0,3.1
Loren Meyer,1996,1999,,6-10,257,"December 30, 1972",Iowa State,Career,,,NBA,140,54,14.6,1.9,4.3,.432,0.1,0.2,.348,1.8,4.1,.435,.439,0.8,1.2,.696,1.2,2.2,3.4,0.6,0.2,0.4,1.0,2.7,4.6
Dave Meyers,1976,1980,,6-8,215,"April 21, 1953",UCLA,Career,,,NBA,281,,26.6,4.3,9.3,.461,0.0,0.1,.200,4.3,9.3,.461,.461,2.6,3.9,.676,1.9,4.4,6.3,2.3,1.0,0.5,2.5,2.7,11.2
Stan Miasek,1947,1953,,6-5,210,"September 19, 1923",,Career,,,TOT,365,,28.7,3.8,11.4,.330,,,,,,,,3.0,4.8,.628,,,7.6,1.4,,,,3.7,10.6
Larry Micheaux,1984,1985,,6-9,220,"March 24, 1960",Houston,Career,,,NBA,96,0,9.3,1.5,2.6,.567,0.0,0.0,.000,1.5,2.5,.574,.567,0.5,0.9,.610,1.1,1.6,2.7,0.5,0.4,0.3,0.6,1.3,3.4
Jordan Mickey,2016,2018,,6-8,235,"July 9, 1994",LSU,Career,,,NBA,64,4,7.5,1.0,2.2,.449,0.0,0.3,.118,0.9,1.9,.496,.457,0.4,0.7,.605,0.6,1.4,2.0,0.3,0.1,0.4,0.4,0.8,2.4
Khris Middleton,2013,2021,,6-7,222,"August 12, 1991",Texas A&M,Career,,,NBA,585,510,31.7,6.1,13.3,.460,1.8,4.6,.395,4.3,8.7,.495,.528,2.7,3.1,.879,0.6,4.2,4.8,3.6,1.2,0.2,2.0,2.6,16.8
Red Mihalik,1947,1947,,6-0,180,"September 22, 1916",,Career,,,BAA,7,,,0.4,1.3,.333,,,,,,,,0.0,0.0,,,,,0.0,,,,1.4,0.9
Chris Mihm,2001,2009,,7-0,265,"July 16, 1979",Texas,Career,,,NBA,436,256,20.1,2.9,6.3,.459,0.0,0.0,.231,2.9,6.2,.460,.459,1.7,2.5,.704,2.0,3.3,5.3,0.5,0.3,1.0,1.2,2.9,7.5
Eric Mika,2020,2020,,6-10,230,"January 5, 1995",BYU,Career,,,NBA,1,0,19.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0
Ed Mikan,1949,1954,,6-8,230,"October 20, 1925",DePaul,Career,,,TOT,323,,20.3,2.5,7.7,.320,,,,,,,,1.7,2.3,.756,,,5.5,0.9,,,,2.8,6.7
George Mikan*,1949,1956,,6-10,245,"June 18, 1924",DePaul,Career,,,TOT,439,,34.4,8.1,20.0,.404,,,,,,,,7.0,8.9,.782,,,13.4,2.8,,,,4.2,23.1
Larry Mikan,1971,1971,,6-7,210,"April 8, 1948",Minnesota,Career,,,NBA,53,,10.1,1.2,3.5,.333,,,,,,,,0.6,1.0,.618,,,2.6,0.8,,,,1.1,3.0
Vern Mikkelsen*,1950,1959,,6-7,230,"October 21, 1928",Hamline University,Career,,,NBA,699,,32.5,5.1,12.6,.403,,,,,,,,4.2,5.5,.766,,,9.4,2.2,,,,4.0,14.4
Al Miksis,1950,1950,,6-7,210,"February 2, 1928",Western Illinois University,Career,,,NBA,8,,,0.6,2.6,.238,,,,,,,,2.1,2.6,.810,,,,0.5,,,,2.8,3.4
Aaron Miles,2006,2006,,6-1,175,"April 13, 1983",Kansas,Career,,,NBA,19,0,6.2,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.2,0.2,1.000,0.0,0.7,0.7,1.3,0.2,0.1,0.6,0.7,0.8
C.J. Miles,2006,2020,,6-6,220,"March 18, 1987",,Career,,,NBA,848,303,20.4,3.4,8.3,.411,1.5,4.1,.358,1.9,4.2,.463,.500,1.3,1.6,.809,0.4,1.9,2.4,1.1,0.7,0.3,0.9,2.1,9.6
Darius Miles,2001,2009,,6-9,210,"October 9, 1981",,Career,,,NBA,446,190,26.3,4.2,8.9,.472,0.0,0.3,.168,4.2,8.6,.482,.474,1.7,2.8,.590,1.3,3.6,4.9,1.9,0.9,1.1,2.0,2.3,10.1
Eddie Miles,1964,1972,,6-4,195,"July 5, 1940",Seattle University,Career,,,NBA,605,,25.9,5.5,12.4,.440,,,,,,,,2.5,3.4,.747,,,3.1,2.0,,,,2.3,13.4
Marko Milič,1998,1999,,6-6,235,"May 7, 1977",,Career,,,NBA,44,0,4.9,1.1,1.9,.560,0.1,0.2,.429,1.0,1.8,.571,.577,0.3,0.4,.647,0.3,0.4,0.7,0.3,0.3,0.0,0.6,0.5,2.5
Darko Miličić,2004,2013,,7-0,250,"June 20, 1985",,Career,,,NBA,468,208,18.5,2.6,5.6,.460,0.0,0.0,.000,2.6,5.5,.461,.460,0.9,1.6,.574,1.3,2.9,4.2,0.9,0.4,1.3,1.2,2.3,6.0
Nat Militzok,1947,1947,,6-3,195,"May 3, 1923",Cornell,Career,,,BAA,57,,,1.6,6.0,.262,,,,,,,,1.1,2.0,.571,,,,0.7,,,,2.1,4.3
Andre Miller,2000,2016,,6-3,200,"March 19, 1976",Utah,Career,,,NBA,1304,939,30.9,4.6,10.0,.461,0.1,0.7,.217,4.5,9.4,.478,.468,3.1,3.8,.807,1.1,2.6,3.7,6.5,1.2,0.2,2.4,2.2,12.5
Anthony Miller,1995,2005,,6-9,225,"October 22, 1971",Michigan State,Career,,,NBA,181,15,9.0,1.1,2.1,.510,0.0,0.0,.250,1.1,2.1,.516,.513,0.6,1.1,.576,1.0,1.7,2.7,0.4,0.3,0.1,0.5,1.3,2.8
Bill Miller,1949,1949,,6-3,190,"November 24, 1924",UNC,Career,,,BAA,28,,,0.8,2.6,.292,,,,,,,,0.4,0.7,.550,,,,0.7,,,,1.1,1.9
Bob Miller,1984,1984,,6-10,230,"July 9, 1956",Cincinnati,Career,,,NBA,2,0,4.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,1.5,2.5,0.5,0.0,0.5,0.0,2.5,2.0
Brad Miller,1999,2012,,6-11,244,"April 12, 1976",Purdue,Career,,,NBA,868,598,28.3,4.0,8.3,.480,0.2,0.7,.330,3.7,7.6,.494,.494,3.0,3.8,.804,2.0,5.2,7.1,2.8,0.7,0.7,1.6,2.7,11.2
Darius Miller,2013,2021,,6-6,225,"March 21, 1990",Kentucky,Career,,,NBA,271,28,19.8,2.0,4.8,.419,1.3,3.3,.383,0.7,1.5,.500,.552,0.6,0.7,.840,0.2,1.5,1.6,1.4,0.5,0.2,0.6,1.9,5.9
Dick Miller,1981,1981,,6-6,215,"April 26, 1958",Toledo,Career,,,NBA,8,,6.6,0.5,1.1,.444,0.0,0.1,.000,0.5,1.0,.500,.444,0.0,0.0,,0.3,0.6,0.9,0.6,0.5,0.0,1.0,0.6,1.0
Eddie Miller,1953,1954,,6-8,225,"June 18, 1931",Syracuse,Career,,,NBA,142,,25.9,3.6,9.7,.374,,,,,,,,2.9,4.3,.692,,,8.5,1.5,,,,3.1,10.2
Harry Miller,1947,1947,,6-4,230,"July 28, 1923",UNC,Career,,,BAA,53,,,1.1,4.9,.223,,,,,,,,0.7,1.5,.439,,,,0.8,,,,2.2,2.9
Jay Miller,1968,1971,,6-5,205,"July 19, 1943",Notre Dame,Career,,,TOT,117,,10.6,2.0,4.9,.415,0.0,0.0,.000,2.0,4.9,.415,.415,1.5,2.1,.717,1.0,0.8,1.8,0.4,,,0.9,1.6,5.5
Larry Miller,1969,1975,,6-4,190,"April 4, 1946",UNC,Career,,,ABA,486,,30.7,5.0,11.7,.432,0.2,0.7,.248,4.9,11.0,.444,.439,3.3,4.6,.724,1.9,3.1,5.0,2.4,0.7,0.1,1.9,2.2,13.6
Malcolm Miller,2018,2020,,6-7,210,"March 6, 1993",Holy Cross,Career,,,NBA,53,5,6.7,0.7,1.6,.434,0.5,1.2,.406,0.2,0.4,.526,.590,0.2,0.3,.625,0.1,0.5,0.7,0.3,0.1,0.1,0.2,0.6,2.0
Mike Miller,2001,2017,,6-8,218,"February 19, 1980",Florida,Career,,,NBA,1032,570,26.9,3.9,8.5,.459,1.5,3.8,.407,2.4,4.7,.502,.550,1.3,1.7,.769,0.6,3.6,4.2,2.6,0.6,0.2,1.5,2.0,10.6
Oliver Miller,1993,2004,,6-9,280,"April 6, 1970",Arkansas,Career,,,NBA,493,196,23.0,3.1,5.8,.534,0.0,0.1,.116,3.1,5.7,.541,.535,1.1,1.7,.639,1.9,4.0,5.9,2.2,0.9,1.5,1.9,3.0,7.4
Quincy Miller,2013,2015,,6-9,210,"November 18, 1992",Baylor,Career,,,NBA,69,16,13.5,1.6,4.4,.350,0.5,1.6,.292,1.1,2.8,.383,.404,0.7,1.0,.706,0.6,1.9,2.4,0.5,0.4,0.5,0.8,1.2,4.3
Reggie Miller*,1988,2005,,6-7,185,"August 24, 1965",UCLA,Career,,,NBA,1389,1304,34.3,5.9,12.6,.471,1.8,4.7,.395,4.1,7.9,.516,.544,4.5,5.1,.888,0.6,2.4,3.0,3.0,1.1,0.2,1.7,2.0,18.2
Walt Miller,1947,1947,,6-2,190,"July 20, 1915",Duquesne,Career,,,BAA,12,,,0.6,1.8,.333,,,,,,,,0.8,1.5,.500,,,,0.5,,,,1.3,1.9
Chris Mills,1994,2003,,6-6,215,"January 25, 1970","Kentucky, Arizona",Career,,,NBA,568,328,30.4,4.2,9.8,.432,0.8,2.2,.351,3.4,7.6,.455,.471,2.0,2.4,.817,1.4,3.6,4.9,1.9,0.7,0.4,1.3,2.7,11.2
John Mills,1947,1947,,6-8,203,"September 7, 1919",Western Kentucky,Career,,,BAA,47,,,1.2,4.0,.294,,,,,,,,1.5,2.7,.550,,,,0.2,,,,2.0,3.9
Patty Mills,2010,2021,,6-1,180,"August 11, 1988",Saint Mary's,Career,,,NBA,739,57,19.8,3.2,7.5,.429,1.7,4.3,.388,1.5,3.2,.484,.539,0.9,1.0,.858,0.3,1.4,1.7,2.3,0.7,0.1,1.0,1.3,8.9
Terry Mills,1991,2001,,6-10,230,"December 21, 1967",Michigan,Career,,,NBA,678,303,24.2,4.2,9.2,.457,0.8,2.0,.384,3.4,7.1,.478,.500,1.4,1.8,.781,1.5,3.9,5.4,1.3,0.6,0.4,1.3,2.8,10.6
Elijah Millsap,2015,2017,,6-6,225,"August 12, 1987","Louisiana, UAB",Career,,,NBA,69,5,16.2,1.3,4.1,.327,0.4,1.5,.279,0.9,2.6,.356,.379,1.0,1.5,.679,0.5,2.2,2.8,1.1,0.9,0.3,1.1,2.3,4.2
Paul Millsap,2007,2021,,6-7,257,"February 10, 1985",Louisiana Tech,Career,,,NBA,1052,745,28.6,5.1,10.5,.490,0.5,1.5,.343,4.6,9.0,.514,.514,2.9,4.0,.736,2.2,5.0,7.2,2.2,1.3,1.0,1.7,3.0,13.7
Shake Milton,2019,2021,,6-5,205,"September 26, 1996",SMU,Career,,,NBA,123,28,20.6,3.8,8.4,.454,1.2,3.1,.374,2.6,5.3,.501,.523,1.6,2.0,.815,0.5,1.7,2.2,2.6,0.5,0.3,1.3,2.0,10.4
Harold Miner,1993,1996,,6-5,210,"May 5, 1971",USC,Career,,,NBA,200,47,18.7,3.5,7.5,.460,0.1,0.4,.311,3.3,7.2,.468,.468,2.0,2.5,.785,1.0,1.2,2.2,1.2,0.4,0.1,1.4,1.9,9.0
Yao Ming*,2003,2011,,7-6,310,"September 12, 1980",,Career,,,NBA,486,476,32.5,7.0,13.3,.524,0.0,0.0,.200,7.0,13.2,.525,.525,5.1,6.1,.833,2.5,6.7,9.2,1.6,0.4,1.9,2.7,3.3,19.0
Dirk Minniefield,1986,1988,,6-3,180,"January 17, 1961",Kentucky,Career,,,NBA,222,60,17.1,2.2,4.7,.470,0.1,0.4,.272,2.1,4.3,.489,.481,0.8,1.1,.739,0.5,1.2,1.7,3.8,0.9,0.0,1.6,2.1,5.3
Dave Minor,1952,1953,,6-2,185,"February 23, 1922",UCLA,Career,,,NBA,116,,27.3,2.9,8.1,.360,,,,,,,,1.7,2.3,.754,,,4.5,2.5,,,,3.2,7.6
Greg Minor,1995,1999,,6-6,210,"September 18, 1971",Louisville,Career,,,NBA,277,93,18.6,2.9,6.0,.478,0.1,0.4,.226,2.8,5.6,.495,.485,1.0,1.4,.767,0.9,1.7,2.7,1.4,0.6,0.2,0.8,1.7,6.9
Mark Minor,1973,1973,,6-6,215,"May 14, 1950",Ohio State,Career,,,NBA,4,,5.0,0.3,1.0,.250,,,,,,,,0.8,1.0,.750,,,1.0,0.5,,,,1.3,1.3
Nikola Mirotić,2015,2019,,6-10,250,"February 11, 1991",,Career,,,NBA,319,95,24.2,4.1,9.7,.423,1.9,5.4,.359,2.2,4.3,.502,.522,2.2,2.7,.808,0.9,5.0,5.9,1.3,0.8,0.7,1.2,2.1,12.3
Wat Misaka,1948,1948,,5-7,150,"December 21, 1923",Utah,Career,,,BAA,3,,,1.0,4.3,.231,,,,,,,,0.3,1.0,.333,,,,0.0,,,,2.3,2.3
Jason Miskiri,2000,2000,,6-2,175,"August 19, 1975",George Mason,Career,,,NBA,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Donovan Mitchell,2018,2021,,6-1,215,"September 7, 1996",Louisville,Career,,,NBA,278,270,33.7,8.4,19.2,.439,2.6,7.2,.362,5.8,11.9,.485,.507,4.0,4.8,.829,0.8,3.4,4.1,4.3,1.2,0.3,2.7,2.6,23.4
Leland Mitchell,1968,1968,,6-4,210,"February 22, 1941",Mississippi State,Career,,,ABA,78,,14.0,1.6,4.5,.349,0.3,1.0,.276,1.3,3.5,.369,.379,0.7,1.1,.659,,,2.3,0.9,,,1.4,2.0,4.1
Mike Mitchell,1979,1988,,6-7,215,"January 1, 1956",Auburn,Career,,,NBA,759,443,32.3,8.4,17.0,.493,0.0,0.1,.216,8.4,16.9,.495,.494,3.0,3.8,.779,2.0,3.6,5.6,1.3,0.7,0.5,1.7,2.7,19.8
Murray Mitchell,1950,1950,,6-6,,"March 19, 1923",Sam Houston State University,Career,,,NBA,2,,,0.5,1.5,.333,,,,,,,,0.0,0.0,,,,,1.0,,,,0.5,1.0
Sam Mitchell,1990,2002,,6-6,210,"September 2, 1963",Mercer University,Career,,,NBA,994,322,22.4,3.2,7.2,.447,0.1,0.3,.223,3.2,7.0,.456,.451,2.1,2.7,.784,1.3,2.5,3.7,1.1,0.6,0.3,0.8,2.5,8.7
Todd Mitchell,1989,1989,,6-7,205,"July 26, 1966",Purdue,Career,,,NBA,24,0,14.7,1.8,4.0,.443,0.0,0.0,,1.8,4.0,.443,.443,1.5,2.7,.578,0.8,1.3,2.1,0.9,0.7,0.1,1.4,2.1,5.1
Tony Mitchell,2014,2014,,6-6,216,"August 7, 1989",Alabama,Career,,,NBA,3,0,3.3,1.0,1.7,.600,0.0,0.3,.000,1.0,1.3,.750,.600,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,2.0
